Year,Subsector,Gas,Edgar_Class,Simulation_Values,Edgar_Values,diff
2022,agrc,ch4,AG - Crops:CH4,0.20535952444187947,0.000115211,1781.4645601711595
2022,agrc,co2,AG - Crops:CO2,1.2684444875802308,0.10697835,10.85702048667072
2022,agrc,n2o,AG - Crops:N2O,0.22363809020452308,1.300449458,-0.8280301561673433
2022,ccsq,ch4,CCSQ:CH4,0.0,0.0,
2022,ccsq,co2,CCSQ:CO2,0.0,0.0,
2022,ccsq,n2o,CCSQ:N2O,0.0,0.0,
2022,entc,ch4,EN - Electricity/Heat:CH4,0.0,0.01048141,-1.0
2022,entc,co2,EN - Electricity/Heat:CO2,0.0,2.522588341,-1.0
2022,entc,n2o,EN - Electricity/Heat:N2O,0.0,0.01391514,-1.0
2022,fgtv,ch4,EN - Fugitive Emissions:CH4,0.0,0.460169612,-1.0
2022,fgtv,co2,EN - Fugitive Emissions:CO2,0.0,0.798060551,-1.0
2022,fgtv,n2o,EN - Fugitive Emissions:N2O,0.0,0.001020744,-1.0
2022,frst,ch4,LULUCF - Forest Land:CH4,0.1271661958072014,0.0,inf
2022,frst,co2,LULUCF - Forest Land:CO2,-1.4236898562007183,-6.373335309,-0.7766177696330713
2022,inen,ch4,EN - Manufacturing/Construction:CH4,0.0108093777838715,0.005527472,0.9555735033793927
2022,inen,co2,EN - Manufacturing/Construction:CO2,4.957303490057801,2.370069965,1.0916274891732156
2022,inen,n2o,EN - Manufacturing/Construction:N2O,0.018372921776834177,0.007446628,1.4672807312026566
2022,ippu,c2f6,IN - Industrial Processes:HFC,2.4116278555637406e-05,0.0204152806666667,-0.9988187143273022
2022,ippu,c2h3f3,IN - Industrial Processes:HFC,0.275631576919154,0.0204152806666667,12.50123867604695
2022,ippu,c2hf5,IN - Industrial Processes:HFC,0.25450253929600297,0.0204152806666667,11.466276778234311
2022,ippu,c3f8,IN - Industrial Processes:HFC,0.0,0.0204152806666667,-1.0
2022,ippu,c3h2f6,IN - Industrial Processes:HFC,0.0,0.0204152806666667,-1.0
2022,ippu,c3h3f5,IN - Industrial Processes:HFC,0.0,0.0204152806666667,-1.0
2022,ippu,c3hf7,IN - Industrial Processes:HFC,0.0,0.0204152806666667,-1.0
2022,ippu,c4f10,IN - Industrial Processes:HFC,0.0,0.0204152806666667,-1.0
2022,ippu,c4f6,IN - Industrial Processes:HFC,1.4265063321989563e-09,0.0204152806666667,-0.9999999301255585
2022,ippu,c4h5f5,IN - Industrial Processes:HFC,0.0,0.0204152806666667,-1.0
2022,ippu,c5f12,IN - Industrial Processes:HFC,0.0,0.0204152806666667,-1.0
2022,ippu,c5f8,IN - Industrial Processes:HFC,8.355760840855385e-06,0.0204152806666667,-0.9995907104596168
2022,ippu,c5h2f10,IN - Industrial Processes:HFC,0.0,0.0204152806666667,-1.0
2022,ippu,c6f14,IN - Industrial Processes:HFC,0.0,0.0204152806666667,-1.0
2022,ippu,cc4f8,IN - Industrial Processes:HFC,0.0,0.0204152806666667,-1.0
2022,ippu,cf4,IN - Industrial Processes:HFC,4.5379841203268914e-05,0.0204152806666667,-0.9977771630013706
2022,ippu,ch2f2,IN - Industrial Processes:HFC,0.03598642050348477,0.0204152806666667,0.7627198514219814
2022,ippu,ch2fchf2,IN - Industrial Processes:HFC,0.0,0.0204152806666667,-1.0
2022,ippu,ch3cci2f,IN - Industrial Processes:HFC,0.0,0.0204152806666667,-1.0
2022,ippu,ch3ccif2,IN - Industrial Processes:HFC,0.0,0.0204152806666667,-1.0
2022,ippu,ch3chf2,IN - Industrial Processes:HFC,0.0001277635794720078,0.0204152806666667,-0.9937417671812557
2022,ippu,ch3f,IN - Industrial Processes:HFC,0.0,0.0204152806666667,-1.0
2022,ippu,ch4,IN - Industrial Processes:CH4,0.03478930647357094,0.001427941,23.36326604080346
2022,ippu,chf2cf3,IN - Industrial Processes:HFC,0.201829788291965,0.0204152806666667,8.886211783583512
2022,ippu,chf2chf2,IN - Industrial Processes:HFC,0.0,0.0204152806666667,-1.0
2022,ippu,chf3,IN - Industrial Processes:HFC,5.107777888651392e-05,0.0204152806666667,-0.9974980613923221
2022,ippu,co2,IN - Industrial Processes:CO2,7.404265541070746,2.168520908,2.414431243782477
2022,ippu,hfcs,IN - Industrial Processes:HFC,0.7681291663689653,0.0204152806666667,36.62520726071318
2022,ippu,n2o,IN - Industrial Processes:N2O,2.6385324225072146,0.784469385,2.3634613064054943
2022,ippu,other_fcs,IN - Industrial Processes:HFC,9.914219008782746e-05,0.0204152806666667,-0.995143726324091
2022,ippu,pfcs,IN - Industrial Processes:PFC,8.357187347187583e-06,0.0,inf
2022,ippu,sf6,IN - Industrial Processes:SF6,0.0,0.005196388,-1.0
2022,lndu,ch4,LULUCF - Deforestation:CH4,0.4547971015057197,0.0,inf
2022,lndu,co2,LULUCF - Deforestation:CO2,0.24527143271663965,0.023806645,9.302645867010645
2022,lndu,co2,LULUCF - Other Land:CO2,0.02272142796529944,0.774992209,-0.9706817336981779
2022,lsmm,ch4,AG - Livestock:CH4,0.04294050508085676,0.805474041,-0.9466891508663073
2022,lsmm,n2o,AG - Livestock:N2O,0.17872363710616068,0.100881136,0.7716259371440929
2022,lvst,ch4,AG - Livestock:CH4,2.104208674425,0.805474041,1.612385461625324
2022,scoe,ch4,EN - Building:CH4,0.02036369751351469,0.332791877,-0.9388095115268853
2022,scoe,co2,EN - Building:CO2,8.45470850868908,2.603820703,2.2470394366816278
2022,scoe,n2o,EN - Building:N2O,0.03580261763357685,0.106907644,-0.6651070373080445
2022,soil,co2,LULUCF - Organic Soil:CO2,0.4375482543071041,0.092259474,3.742583447929739
2022,soil,n2o,LULUCF - Organic Soil:N2O,1.0626387337198797,0.0,inf
2022,trns,ch4,EN - Transportation:CH4,0.011013365114235512,0.01138442,-0.03259321825481552
2022,trns,co2,EN - Transportation:CO2,3.7118815990392453,6.654933851,-0.4422361390592212
2022,trns,n2o,EN - Transportation:N2O,0.06156999029507449,0.068342376,-0.09909497008013748
2022,trww,ch4,Waste - Wastewater Treatment:CH4,0.43829350324122884,0.428961852,0.021754035231153532
2022,trww,n2o,Waste - Wastewater Treatment:N2O,0.2735287779884654,0.065935245,3.1484456149130167
2022,waso,ch4,Waste - Solid Waste:CH4,1.1458065209795651,1.009457013,0.13507212909874067
2022,waso,co2,Waste - Solid Waste:CO2,0.5744654820420471,0.0,inf
2022,waso,n2o,Waste - Solid Waste:N2O,0.0006975600933354325,0.009818048,-0.9289512443476103
